name	title	location
stairwellB30	Location	stairwellB30
stairwellB31	Location	stairwellB31
elevatorB30	Location	elevatorB30
hallwayB30	Location	hallwayB30
intersectionB30	Location	intersectionB30
intersectionB31	Location	intersectionB31
intersectionB32	Location	intersectionB32
intersectionB33	Location	intersectionB33
hallwayB31	Location	hallwayB31
Sayoff Breast Center Surgery	Location	Sayoff Breast Center Surgery
