OR	OR
Pacu	Pacu
Preop	Pre Operation
Lounge	Lounge
Pariser Conf	Pariser Conference Room
HskPg	HskPg
6SpatBed	6 South Patient Beds
Casemmgmt	Case Management
6Npatbed	6 North Patient Beds
