name	title	location
stairwellB40	Location	stairwellB40
stairwellB41	Location	stairwellB41
elevatorB40	Location	elevatorB40
hallwayB40	Location	hallwayB40
intersectionB40	Location	intersectionB40
intersectionB41	Location	intersectionB41
intersectionB42	Location	intersectionB42
intersectionB43	Location	intersectionB43
hallwayB41	Location	hallwayB41
Sayoff Breast Imaging Diagnostic Center	Location	Sayoff Breast Imaging Diagnostic Center

