stairwellB40 - 1580 - 770
stairwellB41 - 1246 - 733
elevatorB4 - 1580 - 680
hallwayB40 - 1580 - 710
intersectionB40 - 1462 - 710
intersectionB41 - 1462 - 760
intersectionB42 - 1262 - 710
intersectionB43 - 1262 - 760
hallwayB41 - 1262 - 733
Sayoff Breast Imaging Diagnostic Center - 1477 - 710
