stairwellB20 - 1581 - 766
elevatorB2 - 1581 - 684
hallwayB20 - 1549 - 734

stairwellB21 - 1247 - 736
hallwayB21 - 1258 - 736

Sagoff Breast Imaging - 1491 - 696
hallwayB22 - 1491 - 708

intersectionB20 - 1502 - 708
intersectionB21 - 1502 - 761
intersectionB22 - 1450 - 761
intersectionB23 - 1450 - 708
intersectionB24 - 1257 - 759
intersectionB25 - 1257 - 708
